ward_name,Corporation,ac,year,NDVI_mean,NDBI_mean,LST_mean
24 - Agaram,Central,Shanthinagar,2025,0.4943788325793608,-0.04072996781222468,36.28768141667725
46 - Yamalur,East,Mahadevapura,2025,0.45350377352955884,-0.10515263084048339,34.69470426409632
2 - Akash Ward,North,Yelahanka,2025,0.2903396961690615,0.021799207224342976,36.88524370317923
21 - Kogilu,North,Byatarayanapura,2025,0.325221421524466,0.018477195989019278,38.15287582118289
25 - Vinayaka Layout,West,Rajarajeshwarinagar,2025,0.27033992533267576,0.0059425033405485035,37.94618580631128
16 - Ullal,West,Yeshwanthapura,2025,0.2950712959803824,0.035285048976130655,39.37641827283144
24 - Jnana Bharathi Ward,West,Rajarajeshwarinagar,2025,0.40599275043025895,0.0016505637263053159,37.53346364911634
46 - Cheluvadi Palya,Central,Chamrajapet,2025,0.24428673089089453,0.06186111492772282,39.64738900078398
43 - Devaraj Urs Ward,Central,Chickpet,2025,0.24006358602213798,0.02830417054221808,37.501071196273664
13 - Kodigehalli,North,Byatarayanapura,2025,0.232330210825024,0.039811555464024886,37.21424880169282
16 - Kotthur,East,K.R. Pura,2025,0.37955860608829767,-0.01918495807770908,38.007221298359205
14 - K.R Pura,East,K.R. Pura,2025,0.19830142125117,0.04578944679744978,38.807645096903144
64 - Shivanagara,West,Rajajinagar,2025,0.17891909029976158,0.05201287202451234,38.25602786682781
36 - Beguru,South,Bangalore South,2025,0.2144108497001546,0.05702857614035395,39.61594478558471
5 - Hoysala Nagara East,East,K.R. Pura,2025,0.18546938552688344,0.05314511657688352,37.51336429595763
7 - Byrasandra,South,Jayanagar,2025,0.3385846339674131,-0.03920466710871762,36.033269371035814
15 - Ramamurthy Nagara,East,K.R. Pura,2025,0.20971063484465158,0.014607448912335678,37.725490364302075
5 - Shivajinagar,Central,Shivajinagar,2025,0.23502351849483566,0.050123340483071495,38.46534874026794
29 - Kormangala West,South,B.T.M Layout,2025,0.4257571045629433,-0.05577357535874642,36.7281129583196
41 - V.V Puram,Central,Chickpet,2025,0.22521014210818835,0.03197386517960948,37.806559890254064
8 - Tilak Nagara,South,Jayanagar,2025,0.307113992941417,-0.014917563539489438,36.89569214480489
23 - Jogpalya,Central,Shanthinagar,2025,0.24494501178978198,0.017712453890483218,36.6996551591132
65 - Manjunath Nagara,West,Rajajinagar,2025,0.16270024826951146,0.05897987690602061,38.13674008430067
