ward_name,Corporation,ac,year,NDVI_mean,NDBI_mean,LST_mean
47 - Bellanduru,East,Mahadevapura,2024,0.16159234678461432,0.0756234055035228,37.08099488085548
71 - Thimmenahalli,West,Govindraj Nagar,2024,0.20706438607302907,0.0396328096759829,37.13507330093906
2 - Kadirenahalli,South,Padmanabanagar,2024,0.19676813745358993,0.040360488379769674,37.023398632953835
48 - Mathikere,West,Malleshwaram,2024,0.18000365892724138,0.05207655589228655,36.41873136855194
20 - Kodihalli,Central,C.V. Raman Nagar,2024,0.2536024934242285,0.011644721863762204,35.53161427032667
71 - Nele Maheshwaramma Temple Ward,North,Dasarahalli,2024,0.13765600650564883,0.07103955643383186,38.0729741856844
34 - Peenya,West,Rajarajeshwarinagar,2024,0.24856152672852586,0.04944766962739711,38.75889476604229
7 - Rajagopala Nagara,West,Dasarahalli,2024,0.16502484195895764,0.07917630242358764,39.45721929846001
93 - Avalahalli,West,Vijayanagar,2024,0.13932017548728723,0.06606650175485468,37.96068107451748
2 - Horamavu,East,K.R. Pura,2024,0.26158687876952824,0.00300231511854831,36.45715771067877
4 - Babusab Palya,East,K.R. Pura,2024,0.1741137074251882,0.06041319544011551,36.97584940843226
20 - A Narayanapura,East,K.R. Pura,2024,0.16041711777631232,0.07430065602336948,37.617706758632444
27 - Vibhootipura,East,K.R. Pura,2024,0.23522418084419486,0.10145418171127366,39.48781771724786
39 - Gottigere,South,Bangalore South,2024,0.1823339197195996,0.09956563854665214,40.2917876210686
54 - Kengal Hanumanthaiah South,South,Bommanahalli,2024,0.13729457334444678,0.06927647032798089,37.045959916105424
40 - Shakthi Nagar,North,Pulakeshinagar,2024,0.13293150267288162,0.08125295102393801,37.35758236284655
3 - Yelahanka Old Town,North,Yelahanka,2024,0.23362591535085311,0.044915220533202196,37.60679651142428
37 - Jeevanahalli,North,Sarvagnanagar,2024,0.2843826538999222,0.029508038904295115,36.642584352486
55 - Bhuvaneshwari Nagar,Central,Gandhinagara,2024,0.11438531662102759,0.09933060237469643,38.10512755570005
1 - K Narayanapura,East,K.R. Pura,2024,0.22505484769654366,0.06575788868704918,37.61805817540084
88 - Sangolli Rayanna Ward,West,Vijayanagar,2024,0.10979503136219601,0.08942946681614562,38.10237971031962
87 - K.P Agrahara,West,Vijayanagar,2024,0.1285113326843589,0.08072910814098938,37.74776726448542
4 - Banashankari Temple Ward,South,Padmanabanagar,2024,0.15872026228884117,0.07826611736104694,37.31976953334036
20 - Madiwala,South,B.T.M Layout,2024,0.13198226315867684,0.06572938332688547,37.15081898488102
39 - Hagaduru,East,Mahadevapura,2024,0.3650974727185949,-0.024018373261082537,35.76766999337746
13 - Krishnaiahnapalya,Central,C.V. Raman Nagar,2024,0.18485378651379872,0.04833370344342596,36.44930017278744
63 - Okalipuram,Central,Gandhinagara,2024,0.18659137333253295,0.05605058146246303,36.99607019790323
39 - Kaval Byrasandra,North,Pulakeshinagar,2024,0.2431634604771368,0.036523366396254774,37.08416840651059
45 - Konanakunte,South,Bangalore South,2024,0.20593577486017184,0.07687889466434566,38.59934289228519
5 - Kane Muneshwara Ward,South,Padmanabanagar,2024,0.2683536740132507,-6.146314265632616E-4,35.87481408401578
58 - Nagashettyhalli,North,Hebbal,2024,0.2267229473515957,0.01678364623268425,35.843071904586445
9 - Hoysala Nagara Central,Central,C.V. Raman Nagar,2024,0.3718460187297323,-0.030297256379711687,35.39654390665186
42 - Aruna Asif Ali Ward,North,Pulakeshinagar,2024,0.1457513717439136,0.09531780986224918,37.98785303887061
52 - Talagattapura,South,Yeshwanthapura,2024,0.2800847764588446,0.09178729231656,39.949909982441426
9 - N.A.L Layout,South,Jayanagar,2024,0.15836634052735218,0.058693814706090544,37.23233179563044
45 - Marathahalli,East,Mahadevapura,2024,0.1460515201009384,0.07444635527354344,37.25872858671401
33 - S.M Krishna Ward,East,Mahadevapura,2024,0.23323500975494454,0.056595875405961636,36.64747853568188
9 - Srigandhanagar,West,Dasarahalli,2024,0.14657600693495434,0.08394800400212123,38.91272006135199
13 - Marenahalli South,South,Jayanagar,2024,0.20973071462789414,0.024103143554468773,36.249237382111794
44 - Harinagar,South,Bangalore South,2024,0.228807029366518,0.04231924312969713,36.931962147431605
102 - Hanumanthanagar,West,Basavanagudi,2024,0.18054135987584086,0.03985924773513791,36.530696253029255
41 - Periyar Nagar,North,Pulakeshinagar,2024,0.11987475246713632,0.11197898716350006,38.104744196107575
25 - L.B Shastri Nagar,East,K.R. Pura,2024,0.16268831738868875,0.07184674657241608,37.282601487632526
59 - Vijaya Bank Layout,South,Bommanahalli,2024,0.2752669488017998,0.018690176878199627,37.28523498527607
40 - Anjanapura,South,Bangalore South,2024,0.2578620834843349,0.07967393461361003,39.73343949783195
27 - Sri Lakshmi Devi Ward,South,B.T.M Layout,2024,0.15610116868974014,0.06468995212862304,37.24001180652552
35 - Kammanahalli,North,Sarvagnanagar,2024,0.15117208854640335,0.0756025348978006,36.74192135044075
21 - Chikka Adugodi,South,B.T.M Layout,2024,0.21578950055578508,0.041057700983936664,36.34913529385567
18 - Viswamanava Kuvempu Ward,South,B.T.M Layout,2024,0.2429107333924563,0.0042750226257319964,36.13628635690134
54 - Subedarpalya,West,Malleshwaram,2024,0.16244455559921286,0.06716763891186434,37.3381483189549
51 - Subramanyapura,South,Bangalore South,2024,0.26556406290793605,0.05681446796805226,38.54359961833964
35 - Goraguntepalya,West,Rajarajeshwarinagar,2024,0.2512411990863141,0.0372021216550117,37.56033834264092
28 - Kottegepalya,West,Rajarajeshwarinagar,2024,0.25047022637145566,0.04911050766088622,39.034073053601276
3 - Nelagadaranahalli,West,Dasarahalli,2024,0.2313030833000507,0.05929149854999508,39.484133138862035
45 - Kushal Nagar,North,Pulakeshinagar,2024,0.10178520389125136,0.11907836798848635,38.28005121775634
29 - Austin Town,Central,Shanthinagar,2024,0.28139719471189323,0.009720335311620787,36.36387387551174
38 - Nandini Layout,West,Mahalakshmi Layout,2024,0.20343749629459176,0.02759771356056769,36.830930432581624
22 - Bangarappa Nagara,West,Rajarajeshwarinagar,2024,0.24534500435585666,0.055011945333710864,38.79051043433657
5 - Yelahanka Satellite Town,North,Yelahanka,2024,0.31792743502380666,-0.017833345090567682,35.71194572880133
57 - Kuvempu Ward,West,Malleshwaram,2024,0.1539117026345364,0.05953686130932288,36.81781590852803
73 - Dr. Vishnuvardhan Ward,West,Govindraj Nagar,2024,0.23138246099591084,0.011296174033524536,36.401024967082996
107 - Dharmagiri Ward,West,Padmanabanagar,2024,0.251436421656881,0.009299363640887773,36.31986596128662
27 - Srigandada Kaval,West,Rajarajeshwarinagar,2024,0.19138068444685233,0.10831305253019875,40.26530818689937
25 - Govindapura,North,Sarvagnanagar,2024,0.11460155490596931,0.1044165580523333,38.710291773669006
81 - Nayanda Halli,West,Govindraj Nagar,2024,0.15399976129298418,0.0750688836227227,39.16907707192226
10 - Abdul Kalam Nagar,South,Jayanagar,2024,0.16491702149252652,0.046819547628878994,37.129157134648246
49 - Shivanasamudra Ward,East,Mahadevapura,2024,0.21978545905197797,0.024837540248397804,35.87091660864514
62 - Devarachikkanahalli,South,Bommanahalli,2024,0.1590010252791139,0.0674312294221462,38.24034990996789
17 - Kaggadasapura,Central,C.V. Raman Nagar,2024,0.19445456776696307,0.04622545401752013,36.30857910433091
43 - Bheereshwara Nagar,South,Bangalore South,2024,0.14629572252681922,0.06711401485247126,37.18197215595522
42 - RBI Layout,South,Bangalore South,2024,0.2548515906048743,0.002513039059477752,36.15664925509204
1 - Ramaswamy Palya,Central,Shivajinagar,2024,0.2299499450632306,0.03927156315379244,36.43960495630977
28 - Byrathi,East,Mahadevapura,2024,0.22088092955906574,0.07187701255549635,37.86685792682108
72 - Dasarahalli,North,Dasarahalli,2024,0.13473060674847617,0.0640006953498099,38.21170202730274
69 - Agrahara Dasarahalli,West,Govindraj Nagar,2024,0.17925522376559064,0.0487561047164586,37.3124018689152
97 - Srinivasa Nagara,West,Basavanagudi,2024,0.1418749145361466,0.06071635529061302,37.18686444204087
16 - Amruthahalli,North,Byatarayanapura,2024,0.1837414293914316,0.06647011945476261,37.877053357767835
1 - Padmanabhanagara,South,Padmanabanagar,2024,0.18255301967601736,0.04568945153254141,36.91981775742586
86 - Vidyaranyanagara,West,Vijayanagar,2024,0.10610749753048294,0.08680460349851031,37.74097864309866
4 - Sampangirama Nagar,Central,Shivajinagar,2024,0.40945671507646625,-0.0662243585627433,34.8405865618387
8 - Halasuru,Central,Shivajinagar,2024,0.17161773554458107,0.05497226983318582,36.6376738777024
89 - Bapuji Nagara,West,Vijayanagar,2024,0.1390213342447144,0.08491653837436869,38.83911668796261
26 - Mallathahalli,West,Rajarajeshwarinagar,2024,0.20335873125487328,0.046694623622656986,37.86704989567486
69 - Bagalagunte,North,Dasarahalli,2024,0.22857510514192128,0.0409714911284326,37.51624309430858
11 - Basavanapura,East,K.R. Pura,2024,0.15523679719362796,0.07044368663650842,37.12715917348938
41 - Nagapura,West,Mahalakshmi Layout,2024,0.23421674712567706,0.009061405505348532,36.140956055485724
79 - Nagarbhavi,West,Govindraj Nagar,2024,0.27472753354804863,0.029068189863156457,37.80106431461794
10 - Medahalli,East,K.R. Pura,2024,0.20327168918430724,0.03238649296512342,36.89842663245395
4 - Parvathi Nagar,West,Dasarahalli,2024,0.1949098653334223,0.06502188910127189,39.21638233149055
15 - Byadarahalli,West,Yeshwanthapura,2024,0.24224037351520147,0.06217390568913664,39.476432087317235
6 - Gowdanapalya,South,Padmanabanagar,2024,0.20859157241782916,0.040467032006717064,36.78909044140405
18 - Dooravaninagar,East,K.R. Pura,2024,0.21303492123137754,0.043790463251023676,37.15476830114683
29 - Hoodi,East,Mahadevapura,2024,0.21349182628379854,0.06553820704797549,37.5488658058695
60 - Prakash Nagara,West,Rajajinagar,2024,0.2703865713693897,-0.0088644777186207,35.53875904989134
58 - Dayanand Nagara,West,Rajajinagar,2024,0.17293001093208274,0.05531440550695635,36.88982776822408
55 - Puttenahalli,South,Bommanahalli,2024,0.17001121354934115,0.03915601464012023,36.72123969996071
23 - Rajarajeshwari Nagara,West,Rajarajeshwarinagar,2024,0.2832136873255453,0.006587799264045711,37.14559906100295
33 - Dharmaraya Swamy Temple Ward,Central,Chickpet,2024,0.18172417987639694,0.06429261095457316,37.527154895612675
70 - Dr Rajkumar Ward,West,Govindraj Nagar,2024,0.2055536990190592,0.047654292246130874,37.94183579473839
19 - New Tavarekere,South,B.T.M Layout,2024,0.16556166339746792,0.04764583608836812,36.66903427186421
14 - Nagavarapalya,Central,C.V. Raman Nagar,2024,0.37120985266570683,-0.03303004885219375,35.14112433868454
49 - Aramane Nagara,West,Malleshwaram,2024,0.2029772483984509,0.03640918673396567,36.20575404663324
50 - Sarvabhouma Nagar,South,Bangalore South,2024,0.168055203223167,0.05317087212817834,37.19132731056811
32 - Banaswadi,North,Sarvagnanagar,2024,0.21013204052756024,0.0341661878126412,36.23130389122554
14 - Herohalli,West,Yeshwanthapura,2024,0.16669047369736556,0.05400906296835217,39.051405842726865
59 - Bandi Reddy Circle Ward,West,Rajajinagar,2024,0.13743033884906952,0.07202633034698998,37.00417847405297
82 - Attigupe,West,Vijayanagar,2024,0.21535723727432834,0.021878324826923992,36.61902091953293
80 - Chandra Layout,West,Govindraj Nagar,2024,0.184396238349546,0.04099642515624888,37.20653752413397
35 - Hombegowda Nagara,Central,Chickpet,2024,0.2384632918259449,0.03200998164915928,37.416349016704224
70 - Iblur,South,Bommanahalli,2024,0.2607169516083638,0.08304509521076837,35.62819400437656
42 - Priyadarshini Ward,East,Mahadevapura,2024,0.20479644114696124,0.027638021567955588,36.09994781956418
95 - Swamy Vivekananda Ward,West,Basavanagudi,2024,0.2461519013131263,0.0011744832605191141,36.554401223842966
32 - Kudlu,South,Anekal,2024,0.2202064384250313,0.06451629903850299,37.90150898211091
27 - K.G.Halli,North,Sarvagnanagar,2024,0.11263057045067987,0.10309364955960768,38.43088656205298
25 - National Games Village,South,B.T.M Layout,2024,0.22518923060681761,0.0362349028658372,36.883045046262836
83 - Hampi Nagar,West,Vijayanagar,2024,0.25500602034824293,0.001741230637388198,36.6396547898242
68 - Mallasandra,North,Dasarahalli,2024,0.20991332929844062,0.059168182137045756,38.50698082209765
70 - Manjunatha Nagar,North,Dasarahalli,2024,0.2080147161046858,0.052285699748178475,38.14531459023282
48 - Vasanthapura,South,Bangalore South,2024,0.19887989406955392,0.06292815918365273,37.770801818740765
63 - Rajajinagara,West,Rajajinagar,2024,0.25478977154374755,0.008115018374912778,36.163394364979325
12 - Andrahalli,West,Yeshwanthapura,2024,0.20313653672762086,0.09038391401197793,40.4235174201587
22 - S.G Palya,South,B.T.M Layout,2024,0.23213697375227685,0.035284890253333694,36.85640930193279
23 - Sangama Ward,East,K.R. Pura,2024,0.3246617622637255,-0.008994030044451994,35.839175627656736
21 - Mylasandra,West,Yeshwanthapura,2024,0.25526289804146884,0.050771389839861514,38.42966978992902
46 - Sagayapuram,North,Pulakeshinagar,2024,0.24981255446229908,0.0277943631468597,36.722270073185015
68 - Kamakshipalya,West,Rajajinagar,2024,0.20447955440963717,0.04074347129260929,37.4913785379273
36 - Someshwara Nagara,Central,Chickpet,2024,0.21189354072303218,0.03503759918501985,37.08472284917935
47 - Pulakeshi Nagar,North,Pulakeshinagar,2024,0.3046688792918942,-0.012723932715955224,35.66611030337816
23 - Lakkasandra,South,B.T.M Layout,2024,0.2076045230594644,0.025182369338879056,37.09060923151574
53 - Jaraganahalli,South,Bommanahalli,2024,0.0599107085711722,0.03773671002005991,35.545633170898306
24 - HBR Layout,North,Sarvagnanagar,2024,0.23685951967917904,0.03712668561709819,36.38681557066699
27 - Ambedkarnagar,Central,Shanthinagar,2024,0.1770481227704892,0.06937528062931415,37.536764349844155
19 - Kengeri,West,Yeshwanthapura,2024,0.25517732000194454,0.033508900346061715,38.67498379538161
12 - Pattabhirama Nagara,South,Jayanagar,2024,0.28729422563489254,-0.02532752852148918,35.42590656887001
7 - K Kamaraj Ward,Central,Shivajinagar,2024,0.3006305833905355,-0.12141321112532684,34.2994129385228
33 - Lakshmi Devi Nagar,West,Rajarajeshwarinagar,2024,0.16349204688940558,0.08810225239680711,38.544997769844166
92 - Muneshwara Block,West,Vijayanagar,2024,0.1807701010739716,0.06967099339076625,38.77877578968453
18 - Kengal Hanumanthaiah West,West,Yeshwanthapura,2024,0.22796615666704712,0.06257800091882688,39.638470752532236
56 - Gayathri Nagara,West,Malleshwaram,2024,0.14731887999785082,0.06740686883551675,36.59159547479309
55 - Subramanyanagara,West,Malleshwaram,2024,0.1919812412551509,0.0284637313069175,36.00437970839403
32 - Channasandra,East,Mahadevapura,2024,0.2612065106542589,0.04334062444471869,36.88198299332389
60 - Jalahalli,North,Rajarajeshwarinagar,2024,0.3464099435874484,0.01075914691547288,36.68057775800022
40 - Ashoka Pillar,Central,Chickpet,2024,0.3560990852776686,-0.05111665366430423,35.17847687696323
19 - K.S. Nissar Ahmed Ward,East,K.R. Pura,2024,0.14572486461745185,0.06982283077599451,37.84741430897086
31 - Kadugodi,East,Mahadevapura,2024,0.297351648863903,0.026418396019598108,36.80401485277592
49 - Uttarahalli,South,Bangalore South,2024,0.22984257214842876,0.03262494219110074,38.06737791448479
90 - Krishnadevaraya ward,West,Vijayanagar,2024,0.18368414507187256,0.03766507652759786,37.374101900679115
15 - Byatarayanapura,North,Byatarayanapura,2024,0.23727777875915382,0.05150805099795975,37.30785527165937
65 - Garvebavi Palya,South,Bommanahalli,2024,0.13416974074587223,0.08422440259924258,38.586045604716034
13 - Nada prabhu Kempegowda Nagara,West,Yeshwanthapura,2024,0.1868908169735891,0.07567137875221046,39.61385448653414
31 - Kasavanahalli,South,Mahadevapura,2024,0.25272051737800244,0.039258166695617255,35.9248011622437
41 - Munnenkolalu,East,Mahadevapura,2024,0.1490374041221829,0.08718960012259494,38.11201536745612
37 - BHEL Ward,Central,Chickpet,2024,0.32560299101207596,-0.019407911629460425,35.85453579797974
52 - Kodandarampura,West,Malleshwaram,2024,0.24084384545687462,0.009099121764600105,35.844648186891874
71 - Agara,South,Bommanahalli,2024,0.2153502264277651,0.018819337556494894,35.93372122444656
40 - Varthur,East,Mahadevapura,2024,0.27873426409460594,0.046994209280618426,37.452109021725136
47 - Chandranagara,South,Bangalore South,2024,0.16240003720165197,0.052949016619979694,37.00978379451316
10 - Sunkadakatte,West,Dasarahalli,2024,0.14043922724359792,0.08426548684844186,38.981047137014095
31 - Kalyanagar,North,Sarvagnanagar,2024,0.2288629066411425,0.0283718080397709,36.096305952408024
46 - Yelachenahalli,South,Bangalore South,2024,0.1612646119499809,0.06884690921015144,37.69937180235436
37 - Yelenahalli,South,Bangalore South,2024,0.23745137818998335,0.05661375777893089,38.25324001226382
51 - Rajamahal,West,Malleshwaram,2024,0.3284267073303751,-0.006465924570603917,36.80020797693476
14 - Rajiv Gandhi Nagar,North,Byatarayanapura,2024,0.27828371677581865,-0.03211590224534392,34.839921361820046
2 - Chokkasandra,West,Dasarahalli,2024,0.19933686993088362,0.05278796884667751,37.97379317157821
31 - Freedom Fighter Ward,West,Rajarajeshwarinagar,2024,0.16361109173940408,0.06208825829851714,38.171950596264175
35 - Garudachar Palya,East,Mahadevapura,2024,0.17033904721755672,0.06297583189093331,37.008829153406744
5 - Rajeshwarinagar,West,Dasarahalli,2024,0.1535397826145855,0.06548465362530319,38.13656883980421
37 - Kundalahalli,East,Mahadevapura,2024,0.22823421645998024,0.04721078518408504,36.936243264897996
74 - Pattegar Palya,West,Govindraj Nagar,2024,0.15826163612199218,0.0546815497820207,38.12729799483536
11 - Dodda Bidarakallu,West,Yeshwanthapura,2024,0.21859620557599874,0.07283232446330702,39.57914103116813
45 - K.R Market,Central,Chamrajapet,2024,0.18920271921710874,0.06907872543760889,39.156214717083586
112 - Hosakerehalli,West,Padmanabanagar,2024,0.15313501298054888,0.06255968865600572,37.70637696043727
63 - J.P PARK,North,Rajarajeshwarinagar,2024,0.2631950637133027,0.025513521851850095,36.969171571017775
41 - Kothanur,South,Bangalore South,2024,0.24251541622904604,0.04027239462095435,37.42151076043626
22 - Domluru,Central,Shanthinagar,2024,0.25294908371359826,0.015242896866296879,36.002842852852815
48 - S.K Garden,North,Pulakeshinagar,2024,0.3097143431616111,-0.0070505490500258885,35.5272611819319
6 - Bharathi Nagar,Central,Shivajinagar,2024,0.1369461426451566,0.09259642163466059,36.77381016160582
17 - N.S Palya,South,B.T.M Layout,2024,0.1515121011177951,0.052439752012448104,37.48759896764798
32 - Laggere,West,Rajarajeshwarinagar,2024,0.17345211660678064,0.06547301224265817,38.43898222327072
100 - Srinagar,West,Basavanagudi,2024,0.17435698377103967,0.04080592986825385,37.00935559531579
60 - Seshadripuram,Central,Gandhinagara,2024,0.1645244493287241,0.053839208487283706,37.08388998830436
34 - D.V Gundappa Ward,Central,Chickpet,2024,0.14639776466606527,0.09427132504847001,39.51173021551593
96 - Kathriguppe,West,Basavanagudi,2024,0.2145221212379709,0.021203155295672394,36.62548776284823
10 - Cox Town,Central,C.V. Raman Nagar,2024,0.3600067748592443,-0.00873863061258299,36.01217116097052
17 - Nagadevanahalli,West,Yeshwanthapura,2024,0.23897811193847424,0.03963120793627795,38.58896498545293
30 - Vinayakanagar,Central,Shanthinagar,2024,0.36544758077217937,-0.020856162530430038,36.74356013256938
34 - Kaveri Nagara,East,Mahadevapura,2024,0.22194149584254622,0.05058091256231035,36.81172828051936
39 - Venkat Reddy Nagara,Central,Chickpet,2024,0.12872490107588416,0.08833890831257153,38.23568944577391
50 - Dinnur,North,Hebbal,2024,0.16005736785479568,0.055086694370350735,36.16558087967187
44 - Doddanna Nagar,North,Pulakeshinagar,2024,0.2079230143282729,0.06841273531326154,37.39214391977065
66 - Kammagondanahalli,North,Dasarahalli,2024,0.20383440090926627,0.06666207718963964,37.98095756262834
31 - Shanthinagar,Central,Shanthinagar,2024,0.28318851993591776,0.006915377231795523,36.5557022247313
59 - Geddalahalli,North,Hebbal,2024,0.28762915515049603,-0.011511413218386864,35.35731982758511
26 - Samadhana Nagar,North,Sarvagnanagar,2024,0.14455208787566298,0.09082937618586273,38.41334632157741
62 - Brundavana Nagara,North,Rajarajeshwarinagar,2024,0.1642036194272364,0.04899117081964307,36.61284022961149
103 - N.R Colony,West,Basavanagudi,2024,0.23392919773909504,0.013076877402364613,36.52030232382314
104 - Thyagarajnagar,West,Basavanagudi,2024,0.17842268089166993,0.0466906249536481,37.31766165537517
105 - Yediyuru,West,Padmanabanagar,2024,0.2512989795749504,-0.008987915146170755,35.53201498361452
99 - T.R Shamanna Nagar,West,Basavanagudi,2024,0.17645285859456958,0.03756953547723982,36.70912896655794
28 - Venkateshpuram,North,Sarvagnanagar,2024,0.1671696321152812,0.07063594470535171,38.0918722314531
101 - Kempambudhi Ward,West,Basavanagudi,2024,0.34217327783466456,-0.07675575589440552,35.16851808589941
25 - Ashokanagar,Central,Shanthinagar,2024,0.30754432013802124,-0.015450365369303484,35.80248742451598
64 - Yeshwanthpura,North,Rajarajeshwarinagar,2024,0.11357654075891968,0.09169719585000148,37.52586103628428
36 - Maruthi Seva Nagara,North,Sarvagnanagar,2024,0.22134987165037137,0.03155738741044822,36.244155490079606
111 - Ittamadu,West,Padmanabanagar,2024,0.13110109361844557,0.07275885509698926,37.192736137305275
109 - Kamakya Layout,West,Padmanabanagar,2024,0.1961793870054605,0.03377647290380751,36.68991432810513
110 - Chikkalasandra,West,Padmanabanagar,2024,0.140357318445403,0.0730311451094552,37.581587082505415
61 - Dattatreya Ward,Central,Gandhinagara,2024,0.21786884206930912,0.03071966617286235,37.120152939559034
58 - Arakere,South,Bommanahalli,2024,0.18487487611377315,0.029528883644987035,37.65844600418471
22 - Mahadevapura,East,K.R. Pura,2024,0.22583972559914078,0.03323134293105636,36.059165570148224
38 - Shampura,North,Pulakeshinagar,2024,0.1765796630785106,0.060796586916524606,37.35713903068298
57 - Bhoopasandra,North,Hebbal,2024,0.29991433145018054,0.023620753405052174,36.78779845376224
42 - Sunkenahalli,Central,Chickpet,2024,0.2690185283154432,-0.004425600572273947,36.17886778246719
106 - Devagiri Temple Ward,West,Padmanabanagar,2024,0.21991580594298565,0.015659512534846955,35.71808198726053
108 - Ganesh Mandira Ward,West,Padmanabanagar,2024,0.2617496146673466,-0.006727595251416195,36.14893092945055
76 - Moodalapalya,West,Govindraj Nagar,2024,0.1486264235950546,0.05719161206779642,37.32632154647472
21 - Uday Nagar,East,K.R. Pura,2024,0.15398432964617897,0.05968130860851377,36.52775758837271
91 - Gali Anjaneya Temple Ward,West,Vijayanagar,2024,0.1976564995505791,0.04733844570483663,38.22856758047376
40 - Mahalakshmipuram,West,Mahalakshmi Layout,2024,0.18488804939263248,0.02922346738413677,36.735662443747515
56 - Doresanipalya,South,Bommanahalli,2024,0.2889687372376615,0.010524412977525205,36.55006853837833
56 - Hebbal,North,Hebbal,2024,0.22067959039231752,0.03851795878458908,37.087609551006054
38 - Whitefield,East,Mahadevapura,2024,0.2492723881369578,0.04638821056819195,36.38867724356467
32 - SilverJubilee Park Ward,Central,Chickpet,2024,0.1305983331496578,0.09257262466870173,37.65608688566994
52 - Vishwanatha Nagenahalli,North,Hebbal,2024,0.1540342339268422,0.06632226974183422,36.90528128329087
29 - Lingarajpura,North,Sarvagnanagar,2024,0.18339522753728094,0.0698613060296343,37.593832323383694
23 - Hennur,North,Sarvagnanagar,2024,0.17911495518429676,0.06740425063771124,37.375882744518464
33 - HRBR Layout,North,Sarvagnanagar,2024,0.15884225099867322,0.06042194136115545,36.263541712063414
50 - Gunjur,East,Mahadevapura,2024,0.2539035313707188,0.08969700334571501,38.61341395566364
57 - Hulimavu,South,Bommanahalli,2024,0.20862544191370072,0.059282341791312226,38.29777421554947
6 - Doddabettahalli,North,Yelahanka,2024,0.24895865130898218,0.03897043504418718,37.051476344150956
44 - Chamarajpet,Central,Chamrajapet,2024,0.2254512990264589,0.02712890366371247,36.829691642214435
30 - Kacharakanahalli,North,Sarvagnanagar,2024,0.2154670061830296,0.03604829429605263,35.95123845619672
55 - Ganganagar,North,Hebbal,2024,0.17399299681417285,0.04784297616886357,36.538849689804245
54 - Gangenahalli,North,Hebbal,2024,0.3471523930592665,-0.024841281616672095,35.325683364378136
28 - Kormangala East,South,B.T.M Layout,2024,0.27391506285847494,-0.0025619869032774403,35.97938652094847
22 - Nagavara,North,Sarvagnanagar,2024,0.14300507821825081,0.08994541697128315,38.27854781469016
30 - Kempegowda Layout,West,Rajarajeshwarinagar,2024,0.15303997203706465,0.06647605018020097,38.14535962922331
43 - Kethamaranahalli,West,Mahalakshmi Layout,2024,0.24731448318420354,0.007315087517185498,36.18715695238436
1 - Nagasandra,West,Dasarahalli,2024,0.24858164285513176,0.03663616082423871,37.53643481185801
